kueri asal;kueri numerik;filter pertama
"MATCH (n3:actor)-[:ACTED_IN]->(n1:adult), (n3:director)-[:ACTED_IN]->(n2:adult) WHERE (n3.birth=1955 AND n1.category=""movie"") OR (n2.category=""video"" AND n3.name=""Hank Armstrong"") OR (n1.year=1997 AND n2.year=1996) RETURN count(n1)";"MATCH (n3:1,263,984) -[11,460,681]-[783,767]-> (n1:222,819), (n3:560,717) -[2,315,792]-[783,767]-> (n2:222,819) WHERE (n3.3,508 AND n1.492,210) OR (n2.265,757 AND n3.name=""Hank Armstrong"") OR (n1.57,892 AND n2.54,464) RETURN count(n1)";n1:adult
"MATCH (n1:actress)-[:ACTED_IN]->(n3:action), (n1:actress)-[:ACTED_IN]->(n2:horror) WHERE (n1.name=""Irene Arcila"" AND n1.birth=0) OR (n3.year=2004 AND n2.category=""video"") OR (n1.death=0 AND n3.category=""video"") RETURN count(n1)";"MATCH (n1:767,812) -[8,169,427]-[1,230,882]-> (n3:293,467), (n1:767,812) -[8,169,427]-[440,395]-> (n2:130,261) WHERE (n1.name=""Irene Arcila"" AND n1.3,209,521) OR (n3.110,667 AND n2.265,757) OR (n1.3,453,973 AND n3.265,757) RETURN count(n1)";n2:horror
"MATCH (n3:production_manager)-[:PRODUCED]->(n1:drama), (n3:production_manager)-[:PRODUCED]->(n2:comedy) WHERE (n3.birth=1924 AND n3.name=""Ben Arbeid"") OR (n1.category=""movie"" AND n2.category=""movie"") OR (n3.death=1992 AND n1.year=1963) RETURN count(n1)";"MATCH (n3:51,119) -[338,896]-[996,207]-> (n1:1,984,332), (n3:51,119) -[338,896]-[583,231]-> (n2:1,479,294) WHERE (n3.2,829 AND n3.name=""Ben Arbeid"") OR (n1.492,210 AND n2.492,210) OR (n3.1,754 AND n1.15,451) RETURN count(n1)";n3:production_manager
"MATCH (n3:editorial_department)-[:EDITED]->(n1:documentary), (n3:editorial_department)-[:EDITED]->(n2:biography) WHERE (n1.category=""movie"" AND n3.name=""Michel Klochendler"") OR (n1.year=2015 AND n2.year=2019) OR (n3.birth=1957 AND n3.death=0) RETURN count(n1)";"MATCH (n3:63,380) -[682,261]-[239,358]-> (n1:618,520), (n3:63,380) -[682,261]-[21,419]-> (n2:76,749) WHERE (n1.492,210 AND n3.name=""Michel Klochendler"") OR (n1.301,687 AND n2.293,391) OR (n3.3,677 AND n3.3,453,973) RETURN count(n1)";n2:biography
"MATCH (n3:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:crime), (n3:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:adventure) WHERE (n2.year=1950 AND n3.death=1967) OR (n1.year=1941 AND n3.birth=1890) OR (n1.category=""movie"" AND n2.category=""movie"") RETURN count(n1)";MATCH (n3:186,421) -[910,837]-[91,877]-> (n1:312,629), (n3:284,302) -[1,367,616]-[60,371]-> (n2:273,401) WHERE (n2.5,763 AND n3.1,041) OR (n1.2,043 AND n3.1,010) OR (n1.492,210 AND n2.492,210) RETURN count(n1);n2:adventure
"MATCH (n2:actress)-[:ACTED_IN]->(n3:family), (n2:soundtrack)-[:ACTED_IN]->(n1:comedy) WHERE (n3.category=""tvMovie"" AND n2.birth=1941) OR (n2.name=""Senta Berger"" AND n1.year=2016) OR (n2.death=0 AND n1.category=""tvMovie"") RETURN count(n1)";"MATCH (n2:767,812) -[8,169,427]-[1,745,818]-> (n3:489,281), (n2:99,799) -[3,260,775]-[5,776,115]-> (n1:1,479,294) WHERE (n3.116,975 AND n2.3,263) OR (n2.name=""Senta Berger"" AND n1.315,054) OR (n2.3,453,973 AND n1.116,975) RETURN count(n1)";n2:soundtrack
"MATCH (n3:producer)-[:ACTED_IN]->(n1:documentary), (n3:soundtrack)-[:ACTED_IN]->(n2:documentary) WHERE (n3.name=""Andie MacDowell"" AND n3.death=0) OR (n1.year=2012 AND n1.category=""video"") OR (n3.birth=1958 AND n2.category=""tvMovie"") RETURN count(n1)";"MATCH (n3:613,186) -[3,852,407]-[827,125]-> (n1:618,520), (n3:99,799) -[3,260,775]-[827,125]-> (n2:618,520) WHERE (n3.name=""Andie MacDowell"" AND n3.3,453,973) OR (n1.256,827 AND n1.265,757) OR (n3.3,765 AND n2.116,975) RETURN count(n1)";n3:soundtrack
"MATCH (n1:writer)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n2:documentary), (n1:writer)-[:DIRECTED]->(n3:fantasy) WHERE (n2.year=1986 AND n1.name=""Kenneth Anger"") OR (n3.category=""short"" AND n2.category=""movie"") OR (n1.birth=1927 AND n3.year=2000) RETURN count(n1)";"MATCH (n1:683,795) -[38,793]-[45,518]-> (n2:618,520), (n1:683,795) -[1,853,560]-[144,474]-> (n3:155,302) WHERE (n2.29,350 AND n1.name=""Kenneth Anger"") OR (n3.639,766 AND n2.492,210) OR (n1.3,021 AND n3.70,977) RETURN count(n1)";n1:writer
"MATCH (n2:writer)-[:WROTE]->(n1:western), (n2:writer)-[:WROTE]->(n4:musical), (n2:writer)-[:WROTE]->(n3:western) WHERE (n2.birth=1900 AND n3.year=1964) OR (n2.name=""Gerald Drayson Adams"" AND n4.year=1945) OR (n1.category=""movie"" AND n4.category=""movie"") RETURN count(n1)";"MATCH (n2:683,795) -[5,319,043]-[36,782]-> (n1:26,970), (n2:683,795) -[5,319,043]-[51,533]-> (n4:54,325), (n2:683,795) -[5,319,043]-[36,782]-> (n3:26,970) WHERE (n2.1,321 AND n3.16,568) OR (n2.name=""Gerald Drayson Adams"" AND n4.1,636) OR (n1.492,210 AND n4.492,210) RETURN count(n1)";n1:western
"MATCH (n2:soundtrack)-[:COMPOSED]->(n3:documentary), (n2:music_department)-[:ACTED_IN]->(n1:documentary) WHERE (n1.category=""movie"" AND n2.birth=1945) OR (n1.year=1992 AND n3.year=1988) OR (n2.death=0 AND n2.name=""Eric Clapton"") RETURN count(n1)";"MATCH (n2:99,799) -[628,532]-[152,376]-> (n3:618,520), (n2:76,607) -[608,627]-[827,125]-> (n1:618,520) WHERE (n1.492,210 AND n2.3,373) OR (n1.39,291 AND n3.32,144) OR (n2.3,453,973 AND n2.name=""Eric Clapton"") RETURN count(n1)";n2:music_department
"MATCH (n3:director)-[:ACTED_IN]->(n2:game_show), (n3:writer)-[:ACTED_IN]->(n1:action) WHERE (n1.category=""tvMiniSeries"" AND n3.name=""Al Ashton"") OR (n3.birth=1957 AND n1.year=2002) OR (n3.death=2007 AND n2.year=2001) RETURN count(n1)";"MATCH (n3:560,717) -[2,315,792]-[763,616]-> (n2:225,632), (n3:683,795) -[3,960,419]-[1,230,882]-> (n1:293,467) WHERE (n1.28,085 AND n3.name=""Al Ashton"") OR (n3.3,677 AND n1.82,362) OR (n3.2,442 AND n2.78,922) RETURN count(n1)";n2:game_show
"MATCH (n4:actress)-[:ACTED_IN]->(n2:film_noir), (n4:actress)-[:ACTED_IN]->(n1:musical), (n4:actress)-[:ACTED_IN]->(n3:comedy) WHERE (n1.year=1967 AND n2.category=""movie"") OR (n1.category=""tvSpecial"" AND n4.name=""Anne Bancroft"") OR (n3.year=1992 AND n4.death=2005) RETURN count(n1)";"MATCH (n4:767,812) -[8,169,427]-[3,212]-> (n2:784), (n4:767,812) -[8,169,427]-[195,107]-> (n1:54,325), (n4:767,812) -[8,169,427]-[5,776,115]-> (n3:1,479,294) WHERE (n1.20,162 AND n2.492,210) OR (n1.26,082 AND n4.name=""Anne Bancroft"") OR (n3.39,291 AND n4.2,348) RETURN count(n1)";n2:film_noir
"MATCH (n1:writer)-[:EDITED]->(n2:drama), (n1:editor)-[:WROTE]->(n4:thriller), (n1:assistant_director)-[:EDITED]->(n3:drama) WHERE (n4.category=""movie"" AND n3.year=2015) OR (n1.birth=1957 AND n1.death=0) OR (n4.year=2000 AND n2.year=2019) RETURN count(n1)";MATCH (n1:683,795) -[99,018]-[390,703]-> (n2:1,984,332), (n1:257,000) -[101,144]-[136,357]-> (n4:124,666), (n1:84,613) -[41,134]-[390,703]-> (n3:1,984,332) WHERE (n4.492,210 AND n3.301,687) OR (n1.3,677 AND n1.3,453,973) OR (n4.70,977 AND n2.293,391) RETURN count(n1);n1:assistant_director
"MATCH (n1:cinematographer)-[:CINEMATOGRAPHER_OF]->(n3:thriller), (n1:assistant_director)-[:CINEMATOGRAPHER_OF]->(n2:family), (n1:cinematographer)-[:CINEMATOGRAPHER_OF]->(n4:romance) WHERE (n4.category=""movie"" AND n3.category=""movie"") OR (n3.year=2000 AND n4.year=2005) OR (n1.name=""Stephen Treadway"" AND n2.year=2015) RETURN count(n1)";"MATCH (n1:284,302) -[1,367,616]-[50,177]-> (n3:124,666), (n1:84,613) -[36,133]-[94,191]-> (n2:489,281), (n1:284,302) -[1,367,616]-[118,989]-> (n4:644,609) WHERE (n4.492,210 AND n3.492,210) OR (n3.70,977 AND n4.124,040) OR (n1.name=""Stephen Treadway"" AND n2.301,687) RETURN count(n1)";n1:assistant_director
"MATCH (n4:music_department)-[:COMPOSED]->(n2:comedy), (n4:soundtrack)-[:COMPOSED]->(n1:comedy), (n4:composer)-[:COMPOSED]->(n3:comedy) WHERE (n4.death=1985 AND n4.name=""Mischa Spoliansky"") OR (n1.year=1953 AND n2.category=""movie"") OR (n2.year=1950 AND n3.year=1950) RETURN count(n1)";"MATCH (n4:76,607) -[955,171]-[334,011]-> (n2:1,479,294), (n4:99,799) -[628,532]-[334,011]-> (n1:1,479,294), (n4:248,066) -[1,413,197]-[334,011]-> (n3:1,479,294) WHERE (n4.1,455 AND n4.name=""Mischa Spoliansky"") OR (n1.8,097 AND n2.492,210) OR (n2.5,763 AND n3.5,763) RETURN count(n1)";n4:music_department
"MATCH (n2:producer)-[:ACTED_IN]->(n4:comedy), (n2:producer)-[:ACTED_IN]->(n3:music), (n2:actress)-[:ACTED_IN]->(n1:comedy) WHERE (n1.year=2001 AND n3.year=1994) OR (n3.category=""video"" AND n1.category=""tvMovie"") OR (n4.year=1997 AND n2.birth=1963) RETURN count(n1)";MATCH (n2:613,186) -[3,852,407]-[5,776,115]-> (n4:1,479,294), (n2:613,186) -[3,852,407]-[1,199,835]-> (n3:356,267), (n2:767,812) -[8,169,427]-[5,776,115]-> (n1:1,479,294) WHERE (n1.78,922 AND n3.46,553) OR (n3.265,757 AND n1.116,975) OR (n4.57,892 AND n2.4,325) RETURN count(n1);n3:music
"MATCH (n2:director)-[:PRODUCED]->(n4:drama), (n2:producer)-[:PRODUCED]->(n1:drama), (n2:actor)-[:PRODUCED]->(n3:drama) WHERE (n4.category=""short"" AND n2.birth=1851) OR (n2.death=1923 AND n3.category=""short"") OR (n1.year=1914 AND n3.year=1913) RETURN count(n1)";MATCH (n2:560,717) -[562,157]-[996,207]-> (n4:1,984,332), (n2:613,186) -[2,464,941]-[996,207]-> (n1:1,984,332), (n2:1,263,984) -[274,473]-[996,207]-> (n3:1,984,332) WHERE (n4.639,766 AND n2.74) OR (n2.189 AND n3.639,766) OR (n1.6,669 AND n3.6,658) RETURN count(n1);n2:actor
"MATCH (n3:writer)-[:ACTED_IN]->(n2:action), (n3:writer)-[:ACTED_IN]->(n4:drama), (n3:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n1:horror) WHERE (n1.category=""video"" AND n3.birth=1919) OR (n4.category=""tvMovie"" AND n3.death=1998) OR (n4.year=1954 AND n1.year=1999) RETURN count(n1)";MATCH (n3:683,795) -[3,960,419]-[1,230,882]-> (n2:293,467), (n3:683,795) -[3,960,419]-[8,160,487]-> (n4:1,984,332), (n3:767,812) -[60,446]-[1,421]-> (n1:130,261) WHERE (n1.265,757 AND n3.1,962) OR (n4.116,975 AND n3.1,857) OR (n4.10,378 AND n1.68,290) RETURN count(n1);n1:horror
"MATCH (n2:composer)-[:COMPOSED]->(n4:drama), (n2:music_department)-[:COMPOSED]->(n3:crime), (n2:composer)-[:COMPOSED]->(n1:documentary) WHERE (n4.year=1964 AND n2.death=1991) OR (n3.category=""movie"" AND n3.year=1962) OR (n4.category=""movie"" AND n1.year=1960) RETURN count(n1)";MATCH (n2:248,066) -[1,413,197]-[531,594]-> (n4:1,984,332), (n2:76,607) -[955,171]-[109,847]-> (n3:312,629), (n2:248,066) -[1,413,197]-[152,376]-> (n1:618,520) WHERE (n4.16,568 AND n2.1,706) OR (n3.492,210 AND n3.13,589) OR (n4.492,210 AND n1.14,415) RETURN count(n1);n2:music_department
"MATCH (n3:music_department)-[:COMPOSED]->(n2:comedy), (n3:soundtrack)-[:COMPOSED]->(n4:drama), (n3:composer)-[:COMPOSED]->(n1:comedy) WHERE (n2.category=""short"" AND n4.category=""short"") OR (n3.birth=1953 AND n4.year=2013) OR (n1.category=""tvMovie"" AND n3.name=""Stephen Warbeck"") RETURN count(n1)";"MATCH (n3:76,607) -[955,171]-[334,011]-> (n2:1,479,294), (n3:99,799) -[628,532]-[531,594]-> (n4:1,984,332), (n3:248,066) -[1,413,197]-[334,011]-> (n1:1,479,294) WHERE (n2.639,766 AND n4.639,766) OR (n3.3,388 AND n4.274,407) OR (n1.116,975 AND n3.name=""Stephen Warbeck"") RETURN count(n1)";n3:music_department
"MATCH (n3:actor)-[:ACTED_IN]->(n2:thriller), (n3:actor)-[:ACTED_IN]->(n1:drama) WHERE (n2.year=1988 AND n3.birth=1922 AND n1.category=""tvSeries"") OR (n3.death=1992 AND n2.category=""tvMiniSeries"" AND n3.name=""Denholm Elliott"") RETURN count(n1)";"MATCH (n3:1,263,984) -[11,460,681]-[472,757]-> (n2:124,666), (n3:1,263,984) -[11,460,681]-[8,160,487]-> (n1:1,984,332) WHERE (n2.32,144 AND n3.2,598 AND n1.162,227) OR (n3.1,754 AND n2.28,085 AND n3.name=""Denholm Elliott"") RETURN count(n1)";n2:thriller
"MATCH (n1:music_department)-[:COMPOSED]->(n3:drama), (n1:soundtrack)-[:COMPOSED]->(n2:comedy) WHERE (n3.year=1975 AND n1.death=0 AND n1.name=""Franco Micalizzi"") OR (n3.category=""movie"" AND n1.birth=1939 AND n2.year=1983) RETURN count(n1)";"MATCH (n1:76,607) -[955,171]-[531,594]-> (n3:1,984,332), (n1:99,799) -[628,532]-[334,011]-> (n2:1,479,294) WHERE (n3.23,033 AND n1.3,453,973 AND n1.name=""Franco Micalizzi"") OR (n3.492,210 AND n1.3,148 AND n2.25,930) RETURN count(n1)";n1:music_department
"MATCH (n3:actor)-[:ACTED_IN]->(n2:drama), (n3:actor)-[:ACTED_IN]->(n4:documentary), (n3:actor)-[:ACTED_IN]->(n1:music) WHERE (n2.year=1964 AND n3.birth=1945 AND n4.category=""tvMovie"") OR (n3.death=2009 AND n3.name=""Bernard Arcand"" AND n1.year=2009) RETURN count(n1)";"MATCH (n3:1,263,984) -[11,460,681]-[8,160,487]-> (n2:1,984,332), (n3:1,263,984) -[11,460,681]-[827,125]-> (n4:618,520), (n3:1,263,984) -[11,460,681]-[1,199,835]-> (n1:356,267) WHERE (n2.16,568 AND n3.3,373 AND n4.116,975) OR (n3.2,711 AND n3.name=""Bernard Arcand"" AND n1.178,162) RETURN count(n1)";n1:music
"MATCH (n3:producer)-[:ACTED_IN]->(n1:comedy), (n3:actress)-[:ACTED_IN]->(n2:romance) WHERE (n2.year=2001 AND n3.name=""Natasha Richardson"" AND n1.year=1991) OR (n2.category=""movie"" AND n3.birth=1963 AND n1.category=""movie"") RETURN count(n1)";"MATCH (n3:613,186) -[3,852,407]-[5,776,115]-> (n1:1,479,294), (n3:767,812) -[8,169,427]-[2,907,409]-> (n2:644,609) WHERE (n2.78,922 AND n3.name=""Natasha Richardson"" AND n1.38,592) OR (n2.492,210 AND n3.4,325 AND n1.492,210) RETURN count(n1)";n3:producer
"MATCH (n1:actress)-[:ACTED_IN]->(n3:reality_tv), (n1:writer)-[:ACTED_IN]->(n2:horror) WHERE (n3.category=""tvSeries"" AND n1.name=""Clare Kramer"" AND n2.year=2006) OR (n2.category=""movie"" AND n1.death=0 AND n1.birth=1974) RETURN count(n1)";"MATCH (n1:767,812) -[8,169,427]-[731,951]-> (n3:338,752), (n1:683,795) -[3,960,419]-[440,395]-> (n2:130,261) WHERE (n3.162,227 AND n1.name=""Clare Kramer"" AND n2.139,569) OR (n2.492,210 AND n1.3,453,973 AND n1.5,717) RETURN count(n1)";n2:horror
"MATCH (n2:writer)-[:ACTED_IN]->(n3:action), (n2:producer)-[:ACTED_IN]->(n1:comedy) WHERE (n3.year=2003 AND n2.birth=1975 AND n3.category=""movie"") OR (n2.death=0 AND n1.year=2005 AND n1.category=""movie"") RETURN count(n1)";MATCH (n2:683,795) -[3,960,419]-[1,230,882]-> (n3:293,467), (n2:613,186) -[3,852,407]-[5,776,115]-> (n1:1,479,294) WHERE (n3.96,314 AND n2.5,722 AND n3.492,210) OR (n2.3,453,973 AND n1.124,040 AND n1.492,210) RETURN count(n1);n3:action
"MATCH (n1:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:documentary), (n1:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:comedy) WHERE (n3.year=1957 AND n2.category=""movie"" AND n1.birth=1922) OR (n2.year=1957 AND n1.death=2005 AND n3.category=""movie"") RETURN count(n1)";MATCH (n1:284,302) -[1,367,616]-[232,968]-> (n2:618,520), (n1:186,421) -[910,837]-[312,480]-> (n3:1,479,294) WHERE (n3.12,315 AND n2.492,210 AND n1.2,598) OR (n2.12,315 AND n1.2,348 AND n3.492,210) RETURN count(n1);n1:camera_department
"MATCH (n2:soundtrack)-[:ACTED_IN]->(n1:crime), (n2:soundtrack)-[:ACTED_IN]->(n3:drama) WHERE (n2.death=1956 AND n3.category=""movie"" AND n1.year=1931) OR (n2.name=""Bela Lugosi"" AND n1.category=""movie"" AND n3.year=1920) RETURN count(n1)";"MATCH (n2:99,799) -[3,260,775]-[1,264,641]-> (n1:312,629), (n2:99,799) -[3,260,775]-[8,160,487]-> (n3:1,984,332) WHERE (n2.612 AND n3.492,210 AND n1.2,459) OR (n2.name=""Bela Lugosi"" AND n1.492,210 AND n3.2,873) RETURN count(n1)";n2:soundtrack
"MATCH (n1:costume_designer)-[:ACTED_IN]->(n3:documentary), (n1:costume_designer)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n2:adult) WHERE (n1.death=0 AND n3.category=""movie"" AND n2.year=1983) OR (n3.year=2016 AND n1.birth=1950 AND n2.category=""movie"") RETURN count(n1)";MATCH (n1:11,048) -[36,504]-[827,125]-> (n3:618,520), (n1:11,048) -[246]-[43,237]-> (n2:222,819) WHERE (n1.3,453,973 AND n3.492,210 AND n2.25,930) OR (n3.315,054 AND n1.3,529 AND n2.492,210) RETURN count(n1);n1:costume_designer
"MATCH (n2:actress)-[:ACTED_IN]->(n1:comedy), (n2:producer)-[:ACTED_IN]->(n3:crime) WHERE (n2.name=""Sandra Bullock"" AND n1.year=1999 AND n2.birth=1964) OR (n3.year=2006 AND n3.category=""movie"" AND n2.death=0) RETURN count(n1)";"MATCH (n2:767,812) -[8,169,427]-[5,776,115]-> (n1:1,479,294), (n2:613,186) -[3,852,407]-[1,264,641]-> (n3:312,629) WHERE (n2.name=""Sandra Bullock"" AND n1.68,290 AND n2.4,565) OR (n3.139,569 AND n3.492,210 AND n2.3,453,973) RETURN count(n1)";n3:crime
"MATCH (n1:actor)-[:ACTED_IN]->(n2:comedy), (n1:actor)-[:ACTED_IN]->(n3:drama) WHERE (n1.birth=1936 AND n3.category=""tvMovie"" AND n1.name=""António Anjos"") OR (n3.year=1963 AND n2.category=""tvMovie"" AND n2.year=1957) RETURN count(n1)";"MATCH (n1:1,263,984) -[11,460,681]-[5,776,115]-> (n2:1,479,294), (n1:1,263,984) -[11,460,681]-[8,160,487]-> (n3:1,984,332) WHERE (n1.2,922 AND n3.116,975 AND n1.name=""António Anjos"") OR (n3.15,451 AND n2.116,975 AND n2.12,315) RETURN count(n1)";n1:actor
"MATCH (n3:director)-[:WROTE]->(n1:biography), (n3:director)-[:ACTED_IN]->(n4:family), (n3:actor)-[:DIRECTED]->(n2:biography) WHERE (n4.category=""short"" AND n1.year=0 AND n2.year=1994) OR (n1.category=""movie"" AND n3.death=0 AND n3.name=""Shekhar Kapur"") RETURN count(n1)";"MATCH (n3:560,717) -[883,586]-[41,963]-> (n1:76,749), (n3:560,717) -[2,315,792]-[1,745,818]-> (n4:489,281), (n3:1,263,984) -[749,294]-[59,948]-> (n2:76,749) WHERE (n4.639,766 AND n1.624,693 AND n2.46,553) OR (n1.492,210 AND n3.3,453,973 AND n3.name=""Shekhar Kapur"") RETURN count(n1)";n1:biography
"MATCH (n3:actor)-[:DIRECTED]->(n1:animation), (n3:actor)-[:ACTED_IN]->(n2:documentary), (n3:producer)-[:DIRECTED]->(n4:animation) WHERE (n2.year=1952 AND n3.death=1966 AND n4.category=""short"") OR (n1.category=""short"" AND n2.category=""short"" AND n3.name=""Walt Disney"") RETURN count(n1)";"MATCH (n3:1,263,984) -[749,294]-[304,392]-> (n1:330,135), (n3:1,263,984) -[11,460,681]-[827,125]-> (n2:618,520), (n3:613,186) -[1,743,713]-[304,392]-> (n4:330,135) WHERE (n2.7,484 AND n3.951 AND n4.639,766) OR (n1.639,766 AND n2.639,766 AND n3.name=""Walt Disney"") RETURN count(n1)";n1:animation
"MATCH (n4:actor)-[:ACTED_IN]->(n3:documentary), (n4:actor)-[:ACTED_IN]->(n1:drama), (n4:writer)-[:ACTED_IN]->(n2:drama) WHERE (n4.birth=1931 AND n4.death=2020 AND n3.year=2013) OR (n3.category=""tvMovie"" AND n2.category=""movie"" AND n1.category=""movie"") RETURN count(n1)";MATCH (n4:1,263,984) -[11,460,681]-[827,125]-> (n3:618,520), (n4:1,263,984) -[11,460,681]-[8,160,487]-> (n1:1,984,332), (n4:683,795) -[3,960,419]-[8,160,487]-> (n2:1,984,332) WHERE (n4.3,030 AND n4.3,510 AND n3.274,407) OR (n3.116,975 AND n2.492,210 AND n1.492,210) RETURN count(n1);n3:documentary
"MATCH (n2:actress)-[:ACTED_IN]->(n1:drama), (n2:actress)-[:ACTED_IN]->(n4:thriller), (n2:actress)-[:ACTED_IN]->(n3:drama) WHERE (n3.category=""tvSeries"" AND n1.category=""tvMovie"" AND n4.year=2000) OR (n1.year=2003 AND n4.category=""short"" AND n2.name=""Kate Atkinson"") RETURN count(n1)";"MATCH (n2:767,812) -[8,169,427]-[8,160,487]-> (n1:1,984,332), (n2:767,812) -[8,169,427]-[472,757]-> (n4:124,666), (n2:767,812) -[8,169,427]-[8,160,487]-> (n3:1,984,332) WHERE (n3.162,227 AND n1.116,975 AND n4.70,977) OR (n1.96,314 AND n4.639,766 AND n2.name=""Kate Atkinson"") RETURN count(n1)";n4:thriller
"MATCH (n1:soundtrack)-[:ACTED_IN]->(n2:drama), (n1:actress)-[:ACTED_IN]->(n4:biography), (n1:actress)-[:ACTED_IN]->(n3:music) WHERE (n2.category=""movie"" AND n4.category=""tvMovie"" AND n1.name=""Victoria Abril"") OR (n1.death=0 AND n4.year=2001 AND n2.year=1988) RETURN count(n1)";"MATCH (n1:99,799) -[3,260,775]-[8,160,487]-> (n2:1,984,332), (n1:767,812) -[8,169,427]-[187,118]-> (n4:76,749), (n1:767,812) -[8,169,427]-[1,199,835]-> (n3:356,267) WHERE (n2.492,210 AND n4.116,975 AND n1.name=""Victoria Abril"") OR (n1.3,453,973 AND n4.78,922 AND n2.32,144) RETURN count(n1)";n4:biography
"MATCH (n1:producer)-[:WROTE]->(n2:adventure), (n1:director)-[:DIRECTED]->(n4:sci_fi), (n1:producer)-[:PRODUCED]->(n3:fantasy) WHERE (n3.category=""movie"" AND n4.category=""movie"" AND n2.category=""video"") OR (n2.year=1999 AND n1.name=""Charles Band"" AND n3.year=2020) RETURN count(n1)";"MATCH (n1:613,186) -[2,014,325]-[398,140]-> (n2:273,401), (n1:560,717) -[4,398,352]-[70,932]-> (n4:89,121), (n1:613,186) -[2,464,941]-[72,054]-> (n3:155,302) WHERE (n3.492,210 AND n4.492,210 AND n2.265,757) OR (n2.68,290 AND n1.name=""Charles Band"" AND n3.240,885) RETURN count(n1)";n4:sci_fi
"MATCH (n2:actor)-[:ACTED_IN]->(n3:drama), (n2:actor)-[:ACTED_IN]->(n1:drama), (n2:actor)-[:ACTED_IN]->(n4:romance) WHERE (n1.year=1931 AND n3.year=1931 AND n2.death=1954) OR (n4.year=1933 AND n2.name=""Ekkehard Arendt"" AND n2.birth=1892) RETURN count(n1)";"MATCH (n2:1,263,984) -[11,460,681]-[8,160,487]-> (n3:1,984,332), (n2:1,263,984) -[11,460,681]-[8,160,487]-> (n1:1,984,332), (n2:1,263,984) -[11,460,681]-[2,907,409]-> (n4:644,609) WHERE (n1.2,459 AND n3.2,459 AND n2.603) OR (n4.2,238 AND n2.name=""Ekkehard Arendt"" AND n2.1,113) RETURN count(n1)";n4:romance
"MATCH (n1:actress)-[:ACTED_IN]->(n4:adult), (n1:make_up_department)-[:ACTED_IN]->(n2:adult), (n1:actress)-[:ACTED_IN]->(n3:adult) WHERE (n3.year=1999 AND n3.category=""video"" AND n2.category=""video"") OR (n4.year=2000 AND n2.year=2000 AND n1.name=""Laura Angel"") RETURN count(n1)";"MATCH (n1:767,812) -[8,169,427]-[783,767]-> (n4:222,819), (n1:18,686) -[77,505]-[783,767]-> (n2:222,819), (n1:767,812) -[8,169,427]-[783,767]-> (n3:222,819) WHERE (n3.68,290 AND n3.265,757 AND n2.265,757) OR (n4.70,977 AND n2.70,977 AND n1.name=""Laura Angel"") RETURN count(n1)";n1:make_up_department
